Step: 0, Train_loss:49.4572
 Step: 1750, Train_loss:0.00827354
 Step: 1760, Train_loss:0.00408006
 ****************** Epochs completed: 98******************
 Step: 1770, Train_loss:0.00750821
 Step: 1780, Train_loss:0.00914569
 ****************** Epochs completed: 99******************
 Step: 1790, Train_loss:0.00766635
 ****************** Epochs completed: 100******************
 Step: 1800, Train_loss:0.00884714
 Step: 1810, Train_loss:0.00407366
****************** Epochs completed: 101******************
 Step: 1820, Train_loss:0.0113383
 Step: 1830, Train_loss:0.00721832
 ****************** Epochs completed: 102******************
 Step: 1840, Train_loss:0.0115653
 Step: 1850, Train_loss:0.0064314
 ****************** Epochs completed: 103******************
 Step: 1860, Train_loss:0.00422495
 Step: 1870, Train_loss:0.0130611
 ****************** Epochs completed: 104******************
 Step: 1880, Train_loss:0.00588032
 ****************** Epochs completed: 105******************
 Step: 1890, Train_loss:0.0059136
 Step: 1900, Train_loss:0.00635344
 ****************** Epochs completed: 106******************
 Step: 1910, Train_loss:0.00508056
 Step: 1920, Train_loss:0.00867324
 ****************** Epochs completed: 107******************
 Step: 1930, Train_loss:0.010563
 Step: 1940, Train_loss:0.0106221
 ****************** Epochs completed: 108******************
 Step: 1950, Train_loss:0.00847956
 Step: 1960, Train_loss:0.0105931
 ****************** Epochs completed: 109******************
 Step: 1970, Train_loss:0.0104348
 ****************** Epochs completed: 110******************
 Step: 1980, Train_loss:0.0130414
 Step: 1990, Train_loss:0.00440071
 ****************** Epochs completed: 111******************
 Step: 2000, Train_loss:0.00816128
 2017-06-08 15:17:17.316391 ---> Validation_loss: 0.191434
 Step: 2010, Train_loss:0.0126821
 ****************** Epochs completed: 112******************
 Step: 2020, Train_loss:0.0075759
 Step: 2030, Train_loss:0.013442
 ****************** Epochs completed: 113******************
 Step: 2040, Train_loss:0.00750977
 Step: 2050, Train_loss:0.00527062
 ****************** Epochs completed: 114******************
 Step: 2060, Train_loss:0.00440345
 ****************** Epochs completed: 115******************
 Step: 2070, Train_loss:0.00496437
 Step: 2080, Train_loss:0.0038173
 ****************** Epochs completed: 116******************
 Step: 2090, Train_loss:0.00347406
 Step: 2100, Train_loss:0.00680713
 ****************** Epochs completed: 117******************
 Step: 2110, Train_loss:0.00678877
 Step: 2120, Train_loss:0.00539873
 ****************** Epochs completed: 118******************
 Step: 2130, Train_loss:0.00485767
 Step: 2140, Train_loss:0.00660165
 ****************** Epochs completed: 119******************
 Step: 2150, Train_loss:0.0094919
 ****************** Epochs completed: 120******************
 Step: 2160, Train_loss:0.00574418
 Step: 2170, Train_loss:0.00384835
 ****************** Epochs completed: 121******************
 Step: 2180, Train_loss:0.00332291
 Step: 2190, Train_loss:0.00330625
 ****************** Epochs completed: 122******************
 Step: 2200, Train_loss:0.00905643
 Step: 2210, Train_loss:0.00375148
 ****************** Epochs completed: 123******************
 Step: 2220, Train_loss:0.00400664
 Step: 2230, Train_loss:0.0100279
 ****************** Epochs completed: 124******************
 Step: 2240, Train_loss:0.00425291
 ****************** Epochs completed: 125******************
 Step: 2250, Train_loss:0.00429866
 Step: 2260, Train_loss:0.00579664
 ****************** Epochs completed: 126******************
 Step: 2270, Train_loss:0.0027567
 Step: 2280, Train_loss:0.00198432
 ****************** Epochs completed: 127******************
 Step: 2290, Train_loss:0.00597925
 Step: 2300, Train_loss:0.00383841
 ****************** Epochs completed: 128******************
 Step: 2310, Train_loss:0.00528913
 Step: 2320, Train_loss:0.0027929
 ****************** Epochs completed: 129******************
 Step: 2330, Train_loss:0.0046101
 ****************** Epochs completed: 130******************
 Step: 2340, Train_loss:0.00344728
 Step: 2350, Train_loss:0.00604228
 ****************** Epochs completed: 131******************
 Step: 2360, Train_loss:0.00830064
 Step: 2370, Train_loss:0.00584401
 ****************** Epochs completed: 132******************
 Step: 2380, Train_loss:0.00308669
 Step: 2390, Train_loss:0.00825363
 ****************** Epochs completed: 133******************
 Step: 2400, Train_loss:0.00461178
 Step: 2410, Train_loss:0.00778282
 ****************** Epochs completed: 134******************
 Step: 2420, Train_loss:0.00362395
 ****************** Epochs completed: 135******************
 Step: 2430, Train_loss:0.00423195
 Step: 2440, Train_loss:0.00322411
 ****************** Epochs completed: 136******************
 Step: 2450, Train_loss:0.00225043
 Step: 2460, Train_loss:0.00351855
****************** Epochs completed: 137******************
 Step: 2470, Train_loss:0.00280713
 Step: 2480, Train_loss:0.00370259
 ****************** Epochs completed: 138******************
 Step: 2490, Train_loss:0.00294638
 Step: 2500, Train_loss:0.00305877
 2017-06-08 15:21:34.291611 ---> Validation_loss: 0.415311
 ****************** Epochs completed: 139******************
 Step: 2510, Train_loss:0.00184876
 ****************** Epochs completed: 140******************
 Step: 2520, Train_loss:0.00152884
 Step: 2530, Train_loss:0.00270472
 ****************** Epochs completed: 141******************
 Step: 2540, Train_loss:0.00328247
 Step: 2550, Train_loss:0.00626273
 ****************** Epochs completed: 142******************
 Step: 2560, Train_loss:0.00373864
 Step: 2570, Train_loss:0.00299471
 ****************** Epochs completed: 143******************
 Step: 2580, Train_loss:0.00351954
 Step: 2590, Train_loss:0.00351788
 ****************** Epochs completed: 144******************
 Step: 2600, Train_loss:0.00306001
 ****************** Epochs completed: 145******************
 Step: 2610, Train_loss:0.00704849
 Step: 2620, Train_loss:0.00325877
 ****************** Epochs completed: 146******************
 Step: 2630, Train_loss:0.00592457
 Step: 2640, Train_loss:0.00404755
 ****************** Epochs completed: 147******************
 Step: 2650, Train_loss:0.00334121
 Step: 2660, Train_loss:0.00301841
 ****************** Epochs completed: 148******************
 Step: 2670, Train_loss:0.00321542
 Step: 2680, Train_loss:0.00541739
 ****************** Epochs completed: 149******************
 Step: 2690, Train_loss:0.00475035
 ****************** Epochs completed: 150******************
 Step: 2700, Train_loss:0.00251615
 Step: 2710, Train_loss:0.00228585
 ****************** Epochs completed: 151******************
 Step: 2720, Train_loss:0.00304178
 Step: 2730, Train_loss:0.00223964
 ****************** Epochs completed: 152******************
 Step: 2740, Train_loss:0.00124272
 Step: 2750, Train_loss:0.00172959
 ****************** Epochs completed: 153******************
 Step: 2760, Train_loss:0.000772195
 Step: 2770, Train_loss:0.00415653
 ****************** Epochs completed: 154******************
 Step: 2780, Train_loss:0.00242689
